sample_barcode,patient_barcode,missing_count,missing_rate
TCGA-CG-5734-01,TCGA-CG-5734,90273,0.1859087230243607
TCGA-VQ-A8P8-01,TCGA-VQ-A8P8,89682,0.18469161430627892
TCGA-BR-6707-01,TCGA-BR-6707,89587,0.18449597077291552
TCGA-B7-5818-01,TCGA-B7-5818,89585,0.18449185196168683
TCGA-CD-8525-01,TCGA-CD-8525,89887,0.185113792457221
TCGA-BR-6705-01,TCGA-BR-6705,89877,0.1850931984010775
TCGA-BR-4288-01,TCGA-BR-4288,89576,0.18447331731115765
TCGA-CD-5813-01,TCGA-CD-5813,89560,0.18444036682132803
TCGA-CG-5723-01,TCGA-CG-5723,89781,0.18489549546209974
TCGA-CD-5800-01,TCGA-CD-5800,90556,0.1864915348132222
TCGA-CG-5718-01,TCGA-CG-5718,89774,0.18488107962279926
TCGA-BR-8080-01,TCGA-BR-8080,90163,0.18568218840678202
TCGA-CG-5733-01,TCGA-CG-5733,89790,0.18491403011262889
TCGA-D7-6817-01,TCGA-D7-6817,89577,0.184475376716772
TCGA-KB-A93G-01,TCGA-KB-A93G,89558,0.18443624801009934
TCGA-CD-5799-01,TCGA-CD-5799,89915,0.18517145581442285
TCGA-BR-7851-01,TCGA-BR-7851,89571,0.1844630202830859
TCGA-BR-7722-01,TCGA-BR-7722,89627,0.1845783469974896
TCGA-MX-A5UG-01,TCGA-MX-A5UG,89694,0.18471632717365113
TCGA-CD-8533-01,TCGA-CD-8533,89728,0.1847863469645391
TCGA-BR-7957-01,TCGA-BR-7957,89881,0.18510143602353488
TCGA-CG-5722-01,TCGA-CG-5722,89976,0.18529707955689828
TCGA-F1-6874-01,TCGA-F1-6874,89570,0.18446096087747155
TCGA-CG-5730-01,TCGA-CG-5730,89831,0.1849984657428173
TCGA-CG-5726-01,TCGA-CG-5726,90392,0.18615379229246853
TCGA-IP-7968-01,TCGA-IP-7968,89615,0.18455363413011736
TCGA-BR-8363-01,TCGA-BR-8363,89996,0.18533826766918532
TCGA-BR-7901-01,TCGA-BR-7901,89585,0.18449185196168683
TCGA-D7-6822-01,TCGA-D7-6822,89697,0.1847225053904942
TCGA-BR-6710-01,TCGA-BR-6710,89579,0.18447949552800072
TCGA-CG-5720-01,TCGA-CG-5720,89739,0.18480900042629697
TCGA-D7-8570-01,TCGA-D7-8570,89615,0.18455363413011736
TCGA-B7-A5TI-01,TCGA-B7-A5TI,89597,0.18451656482905904
TCGA-D7-6815-01,TCGA-D7-6815,89848,0.18503347563826128
TCGA-BR-8284-01,TCGA-BR-8284,89904,0.18514880235266498
TCGA-BR-8295-01,TCGA-BR-8295,90116,0.18558539634290752
TCGA-BR-7197-01,TCGA-BR-7197,89569,0.1844589014718572
TCGA-B7-A5TJ-01,TCGA-B7-A5TJ,89669,0.18466484203329236
TCGA-D7-A6EY-01,TCGA-D7-A6EY,89859,0.18505612910001915
TCGA-BR-8366-01,TCGA-BR-8366,90201,0.1857604458201274
TCGA-IN-A7NR-01,TCGA-IN-A7NR,90066,0.18548242606218993
TCGA-BR-6706-01,TCGA-BR-6706,89584,0.18448979255607248
TCGA-IN-7808-01,TCGA-IN-7808,89620,0.18456393115818912
TCGA-BR-6564-01,TCGA-BR-6564,89860,0.1850581885056335
TCGA-KB-A93H-01,TCGA-KB-A93H,89747,0.18482547567121177
TCGA-KB-A93J-01,TCGA-KB-A93J,89555,0.18443006979325627
TCGA-CD-5798-01,TCGA-CD-5798,89662,0.18465042619399188
TCGA-CD-8530-01,TCGA-CD-8530,89748,0.18482753507682612
TCGA-BR-6802-01,TCGA-BR-6802,89559,0.18443830741571368
TCGA-CG-5719-01,TCGA-CG-5719,90079,0.1855091983351765
TCGA-VQ-A8E3-01,TCGA-VQ-A8E3,89537,0.18439300049219795
TCGA-CD-5801-01,TCGA-CD-5801,89576,0.18447331731115765
TCGA-FP-A9TM-01,TCGA-FP-A9TM,89540,0.184399178709041
TCGA-BR-7958-01,TCGA-BR-7958,89631,0.18458658461994698
TCGA-FP-7998-01,TCGA-FP-7998,89556,0.18443212919887061
TCGA-IN-A6RS-01,TCGA-IN-A6RS,89608,0.1845392182908169
TCGA-BR-6709-01,TCGA-BR-6709,89862,0.1850623073168622
TCGA-FP-7916-01,TCGA-FP-7916,89589,0.1845000895841442
TCGA-R5-A7ZR-01,TCGA-R5-A7ZR,89817,0.18496963406421638
TCGA-B7-5816-01,TCGA-B7-5816,89789,0.18491197070701454
TCGA-CG-5721-01,TCGA-CG-5721,89819,0.1849737528754451
TCGA-SW-A7EA-01,TCGA-SW-A7EA,89872,0.18508290137300573
TCGA-RD-A8NB-01,TCGA-RD-A8NB,89668,0.184662782627678
TCGA-BR-6801-01,TCGA-BR-6801,89585,0.18449185196168683
TCGA-IN-AB1X-01,TCGA-IN-AB1X,95253,0.19616456298383161
TCGA-D7-5579-01,TCGA-D7-5579,89732,0.1847945845869965
TCGA-CG-5728-01,TCGA-CG-5728,90099,0.18555038644746352
TCGA-R5-A7ZI-01,TCGA-R5-A7ZI,89807,0.18494904000807286
TCGA-IN-A7NU-01,TCGA-IN-A7NU,90025,0.1853979904320015
TCGA-CG-5732-01,TCGA-CG-5732,89830,0.18499640633720296
TCGA-ZQ-A9CR-01,TCGA-ZQ-A9CR,89668,0.184662782627678
TCGA-D7-5578-01,TCGA-D7-5578,89773,0.18487902021718491
TCGA-BR-6803-01,TCGA-BR-6803,89853,0.18504377266633304
TCGA-BR-8368-01,TCGA-BR-8368,90051,0.18545153497797465
TCGA-SW-A7EB-01,TCGA-SW-A7EB,89668,0.184662782627678
TCGA-BR-8081-01,TCGA-BR-8081,90018,0.18538357459270105
TCGA-VQ-A8P5-01,TCGA-VQ-A8P5,89536,0.1843909410865836
TCGA-CD-8535-01,TCGA-CD-8535,90154,0.18566365375625288
TCGA-CG-5724-01,TCGA-CG-5724,89576,0.18447331731115765
TCGA-D7-8574-01,TCGA-D7-8574,89756,0.18484401032174094
TCGA-HJ-7597-01,TCGA-HJ-7597,89759,0.18485018853858398
TCGA-HF-A5NB-01,TCGA-HF-A5NB,89845,0.18502729742141824
TCGA-VQ-A8PB-01,TCGA-VQ-A8PB,89717,0.18476369350278124
TCGA-R5-A7ZE-01,TCGA-R5-A7ZE,89835,0.18500670336527472
TCGA-CD-5803-01,TCGA-CD-5803,89831,0.1849984657428173
TCGA-CG-5725-01,TCGA-CG-5725,89590,0.18450214898975859
TCGA-D7-6820-01,TCGA-D7-6820,89603,0.18452892126274514
TCGA-CD-5802-01,TCGA-CD-5802,90495,0.18636591107074676
TCGA-R5-A7ZF-01,TCGA-R5-A7ZF,89992,0.1853300300467279
TCGA-D7-A6F0-01,TCGA-D7-A6F0,89809,0.18495315881930158
TCGA-CG-5727-01,TCGA-CG-5727,89570,0.18446096087747155
TCGA-VQ-A8PC-01,TCGA-VQ-A8PC,89530,0.18437858465289747
TCGA-CD-A486-01,TCGA-CD-A486,89570,0.18446096087747155
TCGA-RD-A8N2-01,TCGA-RD-A8N2,89698,0.18472456479610855
TCGA-IN-A6RI-01,TCGA-IN-A6RI,90441,0.18625470316757178
TCGA-HU-8243-01,TCGA-HU-8243,89676,0.18467925787259282
TCGA-CD-A48C-01,TCGA-CD-A48C,89765,0.18486254497227012
TCGA-RD-A8N5-01,TCGA-RD-A8N5,89635,0.1845948222424044
TCGA-RD-A8N1-01,TCGA-RD-A8N1,89553,0.18442595098202758
TCGA-HU-A4GF-01,TCGA-HU-A4GF,89557,0.18443418860448496
TCGA-BR-8362-01,TCGA-BR-8362,89866,0.18507054493931963
TCGA-BR-8285-01,TCGA-BR-8285,90361,0.18608995071842366
TCGA-CD-8532-01,TCGA-CD-8532,89873,0.18508496077862008
TCGA-VQ-A8E2-01,TCGA-VQ-A8E2,89549,0.18441771335957016
TCGA-BR-8373-01,TCGA-BR-8373,90019,0.1853856339983154
